co_cnes,co_ibge,origem_dado,data_atualizacao,lat,long
10138,"500270","PMAQ","2015-05-27","-20.4464900493616","-54.6693634986862"
10154,"500270","PMAQ","2015-05-27","-20.4906070232385","-54.60507631301721"
10162,"500270","PMAQ","2015-05-27","-20.4905641078943","-54.6709299087509"
10170,"500270","PMAQ","2015-05-27","-20.452841520308898","-54.7044253349288"
10189,"500270","PMAQ","2015-05-27","-20.452047586440397","-54.6445369720443"
10197,"500270","PMAQ","2015-05-27","-20.458978414534897","-54.684641361235"
10200,"500270","PMAQ","2015-05-27","-20.493900775908802","-54.66099500655971"
10219,"500270","PMAQ","2015-05-27","-20.478590726851802","-54.753091335295"
10227,"500270","PMAQ","2015-05-27","-20.4442799091333","-54.61732864379729"
10235,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
10251,"500270","PMAQ","2015-05-27","-20.4819059371942","-54.6457600593551"
10278,"500270","PMAQ","2015-05-27","-20.470570000000002","-54.551"
10286,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
10294,"500270","PMAQ","2015-05-27","-20.44296","-54.62116999999999"
10308,"500270","PMAQ","2015-05-27","-20.4952847957605","-54.623465538023304"
10316,"500270","PMAQ","2015-05-27","-20.5508601665491","-54.588897228239404"
10324,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
10332,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
10340,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
10367,"500270","PMAQ","2015-05-27","-20.515294075011603","-54.6095180511459"
10413,"500270","PMAQ","2015-05-27","-20.549429999999997","-54.61909"
10421,"500270","PMAQ","2015-05-27","-20.43639","-54.584309999999995"
10626,"530010","PMAQ","2015-05-27","-15.8512651920314","-48.0473542213426"
10642,"530010","PMAQ","2015-05-27","-15.8626055717464","-48.079175949095294"
10669,"530010","PMAQ","2015-05-27","-15.78","-47.93"
10693,"530010","PMAQ","2015-05-27","-15.8254301548","-47.9240155220018"
10758,"530010","PMAQ","2015-05-27","-15.783298015594001","-47.9358386993394"
10812,"530010","PMAQ","2015-05-27","-15.846877098083","-47.8549861907945"
10898,"530010","PMAQ","2015-05-27","-16.01888","-48.06828"
10960,"530010","PMAQ","2015-05-27","-15.8012902736659","-48.093960285185396"
11053,"530010","SISMOB","2015-05-27","-15.8465292195662","-48.123604059219396"
11118,"530010","PMAQ","2015-05-27","-15.8183705806728","-47.9864573478685"
11126,"530010","PMAQ","2015-05-27","-15.870308876037098","-47.965621948240795"
11169,"530010","PMAQ","2015-05-27","-15.885608196258099","-48.0239224433885"
11185,"530010","PMAQ","2015-05-27","-15.8500099182124","-47.951416969297895"
11215,"530010","PMAQ","2015-05-27","-15.6770718097682","-48.1948328018174"
11274,"530010","PMAQ","2015-05-27","-15.8489906787868","-47.970321178434894"
11576,"530010","PMAQ","2015-05-27","-15.746573209762099","-47.66251087188579"
18880,"412550","SISMOB","2015-05-27","-25.5341480807467","-49.20272770500179"
19097,"412550","SISMOB","2015-05-27","-25.5352517022577","-49.2059356269837"
21652,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
21660,"500270","PMAQ","2015-05-27","-20.2416658401483","-54.7873592376693"
21679,"500270","PMAQ","2015-05-27","-20.6258654594415","-54.531433582304295"
21792,"500270","PMAQ","2015-05-27","-20.9869980812067","-54.50961112975921"
24341,"500270","PMAQ","2015-05-27","-20.5177724361414","-54.5772027969345"
24422,"500270","PMAQ","2015-05-27","-20.4435053","-54.6477591"
24430,"500270","PMAQ","2015-05-27","-20.5194890499109","-54.598360061643895"
24457,"500270","PMAQ","2015-05-27","-20.4808759689325","-54.580614566801394"
24465,"500270","PMAQ","2015-05-27","-20.4435053","-54.6477591"
24473,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
24481,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
28789,"500270","PMAQ","2015-05-27","-20.5559563636774","-54.5743489265426"
28827,"500270","PMAQ","2015-05-27","-20.5162","-54.69205"
28835,"500270","PMAQ","2015-05-27","-20.5162","-54.69205"
28851,"500270","PMAQ","2015-05-27","-20.442999999999998","-54.646"
2011999,"130120","PMAQ","2015-06-01","-4.0839636325835","-63.1334710121136"
2014173,"130260","PMAQ","2015-05-27","-3.03031682968131","-60.007216930387706"
2133911,"310650","PMAQ","2015-05-27","-16.952580213546298","-42.4637889862048"
2139006,"311800","PMAQ","2015-05-27","-20.5153477191919","-43.908791542051894"
2172143,"311800","PMAQ","2015-05-27","-20.518072843551","-43.83280992507811"
2195291,"312490","SISMOB","2015-05-27","-21.0422095076142","-42.106132507324205"
2209896,"313270","PMAQ","2015-05-27","-17.9472935199732","-41.7591190338123"
2223163,"430510","PMAQ","2015-05-27","-29.1667807102195","-51.173865795134"
2223171,"430510","PMAQ","2015-05-27","-29.166899011062103","-51.178860205883"
2223198,"430510","PMAQ","2015-05-27","-29.166899011062103","-51.178860205883"
2223228,"430510","PMAQ","2015-05-27","-29.1700249","-51.1840659"
2223430,"430510","PMAQ","2015-05-27","-29.195094108580697","-51.1636519432053"
2223449,"430510","PMAQ","2015-05-27","-29.1537022590629","-51.17680549621429"
2223619,"430467","PMAQ","2015-05-27","-30.149659662938102","-50.5088079340934"
2223627,"430471","PMAQ","2015-05-27","-29.7617161273948","-50.3998661041245"
2223635,"432143","PMAQ","2015-05-27","-29.579926729201397","-50.058045387266596"
2223643,"432143","PMAQ","2015-05-27","-29.5775485680459","-50.0672491456318"
2223651,"432143","PMAQ","2015-05-27","-29.5775485680459","-50.0672491456318"
2223678,"431177","PMAQ","2015-05-27","-29.6791370128964","-50.2033948126293"
2223686,"431177","PMAQ","2015-05-27","-29.7776913642875","-50.174775123594706"
2223694,"431250","PMAQ","2015-05-27","-31.1513578891745","-50.8102440834031"
2223708,"431250","PMAQ","2015-05-27","-31.1301684379569","-51.067328453062494"
2223716,"431250","PMAQ","2015-05-27","-31.1082251074074","-50.91915885107161"
2223724,"431250","PMAQ","2015-05-27","-31.0163784027091","-50.8874702453599"
2223732,"431250","PMAQ","2015-05-27","-31.1082251074074","-50.91915885107161"
2223783,"431760","PMAQ","2015-05-27","-29.824662208556298","-50.5359935760483"
2223813,"431760","PMAQ","2015-05-27","-29.873907566069697","-50.3948450088486"
2223821,"431760","PMAQ","2015-05-27","-29.8403584957114","-50.6678724288926"
2223848,"431760","PMAQ","2015-05-27","-29.8320340169251","-50.520985936677796"
2223864,"432150","PMAQ","2015-05-27","-29.350748062132897","-49.7382616996751"
2223872,"432166","PMAQ","2015-05-27","-29.4154751300803","-49.9509072303757"
2223899,"431760","SISMOB","2015-05-27","-29.838857068757","-50.4960823059082"
2223937,"432135","PMAQ","2015-05-27","-31.2915086746207","-51.0925412178025"
2224003,"432150","PMAQ","2015-05-27","-29.335930614335602","-49.7304044945033"
2224046,"430545","PMAQ","2015-05-27","-30.212906599043897","-50.218205451963904"
2224054,"432160","PMAQ","2015-05-27","-30.011376142501","-50.173745155333"
2224070,"432160","PMAQ","2015-05-27","-30.0451290607444","-50.15930414199679"
2224089,"432160","PMAQ","2015-05-27","-30.004295110701605","-50.1507425308213"
2224100,"431177","PMAQ","2015-05-27","-29.6939849853507","-50.15902519225929"
2224119,"432166","PMAQ","2015-05-27","-29.445886590417","-49.915639276195705"
2224143,"431350","PMAQ","2015-05-27","-29.897210597991098","-50.2534818649277"
2224151,"431760","PMAQ","2015-05-27","-29.839564561842998","-50.5356073379502"
2224178,"431350","PMAQ","2015-05-27","-29.8947536945334","-50.2641892433152"
2224194,"431350","PMAQ","2015-05-27","-30.0306558609","-50.3928279876694"
2224291,"431365","PMAQ","2015-05-27","-30.2628600597373","-50.512089729307604"
2224305,"431365","PMAQ","2015-05-27","-30.260066645131896","-50.5060519722618"
2224313,"431365","PMAQ","2015-05-27","-30.3340888023368","-50.4015398025498"
2224321,"431365","PMAQ","2015-05-27","-30.4087293148032","-50.5033135414109"
2224372,"432380","PMAQ","2015-05-27","-29.781168599999997","-50.0311321"
2224380,"431365","PMAQ","2015-05-27","-30.4806983470908","-50.46428203582621"
2224399,"432166","PMAQ","2015-05-27","-29.456362724303304","-49.9890804290757"
2224402,"431173","PMAQ","2015-05-27","-29.245347976683696","-50.0179624557481"
2224437,"431065","PMAQ","2015-05-27","-29.500248495475603","-50.1017822613947"
2224445,"432150","PMAQ","2015-05-27","-29.309806823729602","-49.776756763456795"
2224461,"432150","PMAQ","2015-05-27","-29.3332707881919","-49.7280693054185"
2224550,"432183","PMAQ","2015-05-27","-29.5381105462902","-50.0643164805227"
2224569,"431173","PMAQ","2015-05-27","-29.210649419724398","-49.9365135523956"
2224585,"432150","SISMOB","2015-05-27","-29.333611058283896","-49.728115798950206"
2224763,"430468","PMAQ","2015-05-27","-29.700733423232197","-51.3249063491806"
2224836,"430517","PMAQ","2015-05-27","-30.595046281813698","-51.748545169828795"
2224852,"430676","PMAQ","2015-05-27","-30.0992131233207","-51.661040782926996"
2224879,"430676","PMAQ","2015-05-27","-29.995164871215","-51.308813095091296"
2224887,"430676","PMAQ","2015-05-27","-29.9992925945868","-51.310418926013"
2224917,"430955","PMAQ","2015-05-27","-29.5486307144156","-51.425843238829096"
2224968,"432170","PMAQ","2015-05-27","-29.5155644416801","-50.78129768371429"
2224976,"432170","PMAQ","2015-05-27","-29.4964993000022","-50.786812305449"
2224984,"432170","PMAQ","2015-05-27","-29.516660978989396","-50.7831258357971"
2224992,"430535","SISMOB","2015-05-27","-29.981911544129897","-51.638067662715905"
2225018,"430535","PMAQ","2015-05-27","-29.9568003630445","-51.6250060521846"
2225026,"430535","PMAQ","2015-05-27","-29.9568003630445","-51.6250060521846"
2225034,"430535","PMAQ","2015-05-27","-29.9568003630445","-51.6250060521846"
2225050,"430535","PMAQ","2015-05-27","-29.9568003630445","-51.6250060521846"
2225069,"430535","PMAQ","2015-05-27","-29.976380300000002","-51.630196999999995"
2225395,"431405","PMAQ","2015-05-27","-29.623979330062","-50.8287405967698"
2225409,"431405","PMAQ","2015-05-27","-29.630588293074698","-50.8176898956284"
2225417,"431405","PMAQ","2015-05-27","-29.6354806423179","-50.84891080856179"
2225484,"431650","PMAQ","2015-05-27","-29.43973222088","-51.5094214594765"
2225573,"432120","PMAQ","2015-05-27","-29.6503508090964","-50.778830051420606"
2225603,"432120","PMAQ","2015-05-27","-29.658322334288698","-50.76228618621679"
2225646,"432120","PMAQ","2015-05-27","-29.5576000213614","-50.6756186485276"
2225654,"432120","PMAQ","2015-05-27","-29.6505131042758","-50.7811686192558"
2225689,"432120","PMAQ","2015-05-27","-29.736707210539898","-50.8470654487595"
2225700,"432120","PMAQ","2015-05-27","-29.758518934249","-50.877385139463904"
2225891,"431650","PMAQ","2015-05-27","-29.43973222088","-51.5094214594765"
2225921,"430930","PMAQ","2015-05-27","-30.152535438536702","-51.34340286254729"
2225948,"430930","PMAQ","2015-05-27","-30.1679849624625","-51.3899016380295"
2225956,"430930","PMAQ","2015-05-27","-30.1067769527427","-51.3129973411545"
2225964,"430930","PMAQ","2015-05-27","-30.1360452175132","-51.368701457975796"
2225972,"430930","PMAQ","2015-05-27","-30.141978263854103","-51.3293695449814"
2225980,"430930","PMAQ","2015-05-27","-30.1320970058432","-51.3561916351303"
2225999,"430930","SISMOB","2015-05-27","-30.0941000623864","-51.3335830688476"
2226014,"431403","PMAQ","2015-05-27","-29.6393892914087","-51.3988696583788"
2226022,"431403","PMAQ","2015-05-27","-29.6216833591453","-51.41989946365211"
2226049,"431198","PMAQ","2015-05-27","-30.3554391860953","-51.5819048881516"
2226057,"431861","PMAQ","2015-05-27","-29.5434695178158","-51.4863838306853"
2226065,"431848","PMAQ","2015-05-27","-29.540048607318898","-51.249597557143794"
2226081,"432225","PMAQ","2015-05-27","-29.4843757152549","-51.4510560035691"
2226111,"432225","PMAQ","2015-05-27","-29.449539184569502","-51.4162087440476"
2226146,"432252","PMAQ","2015-05-27","-29.784557819365602","-52.1844148635849"
2226154,"431935","PMAQ","2015-05-27","-29.4214298420034","-51.514326527241"
2226170,"432110","PMAQ","2015-05-27","-30.673172903846996","-51.3944987057586"
2226561,"431820","PMAQ","2015-05-27","-29.476500749587196","-50.3750610351548"
2226588,"431820","PMAQ","2015-05-27","-29.2773413658134","-50.3101301193223"
2226596,"431820","PMAQ","2015-05-27","-29.448","-50.583999999999996"
2226626,"431820","PMAQ","2015-05-27","-29.4440980747993","-50.5821081078304"
2226642,"431820","PMAQ","2015-05-27","-29.4440980747993","-50.5821081078304"
2226677,"432200","PMAQ","2015-05-27","-29.945204266044602","-51.7153128356961"
2226758,"431010","PMAQ","2015-05-27","-29.571933746337","-50.793464183805895"
2226766,"431010","PMAQ","2015-05-27","-29.5736396312705","-50.792841911314405"
2226774,"432055","PMAQ","2015-05-27","-30.463618040084","-51.6063880920395"
2226782,"432055","PMAQ","2015-05-27","-30.4481470584861","-51.643660068510506"
2226790,"430880","PMAQ","2015-05-27","-29.902983741364004","-51.763430685100296"
2226960,"431600","PMAQ","2015-05-27","-29.6407628899965","-50.5734423345882"
2226979,"431600","PMAQ","2015-05-27","-29.6407628899965","-50.5734423345882"
2226987,"431600","PMAQ","2015-05-27","-29.6407628899965","-50.5734423345882"
2226995,"431600","PMAQ","2015-05-27","-29.6688580512992","-50.6620788574204"
2227002,"431600","PMAQ","2015-05-27","-29.645233154295997","-50.509450435637"
2227029,"431600","PMAQ","2015-05-27","-29.6613478660575","-50.5919551849351"
2227037,"431840","SISMOB","2015-05-27","-29.9592778523973","-51.7232398688793"
2227088,"431840","PMAQ","2015-05-27","-29.967076778411002","-51.7975544929489"
2227118,"431240","PMAQ","2015-05-27","-29.698727130889","-51.487212181089795"
2227126,"431240","PMAQ","2015-05-27","-29.6714007854453","-51.4578580856308"
2227142,"431240","PMAQ","2015-05-27","-29.692783355712","-51.463437080381794"
2227274,"431179","PMAQ","2015-05-27","-29.550132751463998","-51.5560913085923"
2227355,"432200","PMAQ","2015-05-27","-29.9404212","-51.6926737"
2227398,"432200","PMAQ","2015-05-27","-29.6561443805686","-51.643080711363204"
2227401,"431861","PMAQ","2015-05-27","-29.4868218898765","-51.4934778213486"
2227428,"431950","PMAQ","2015-05-27","-29.5867288112632","-51.37273550033421"
2227444,"431010","PMAQ","2015-05-27","-29.5999681949607","-50.8218741416916"
2227452,"431010","PMAQ","2015-05-27","-29.540841579436396","-50.7812762260422"
2227479,"431010","PMAQ","2015-05-27","-29.5829308032981","-50.75181484222261"
2227487,"431010","PMAQ","2015-05-27","-29.5722204557553","-50.798710733321705"
2227495,"431010","PMAQ","2015-05-27","-29.5722204557553","-50.798710733321705"
2227509,"431010","PMAQ","2015-05-27","-29.578413963316997","-50.805866718290794"
2227517,"431010","PMAQ","2015-05-27","-29.5722204557553","-50.798710733321705"
2227525,"431010","PMAQ","2015-05-27","-29.590290784835","-50.8068537712082"
2227533,"431010","PMAQ","2015-05-27","-29.5722204557553","-50.798710733321705"
2227606,"430650","PMAQ","2015-05-27","-30.62427163124","-52.041721343992606"
2227622,"430650","PMAQ","2015-05-27","-30.708598426314996","-52.103933579678"
2227789,"430650","PMAQ","2015-05-27","-30.7028388977042","-52.107596397398396"
2227991,"430730","PMAQ","2015-05-27","-27.5494171265094","-53.5095730836612"
2228009,"431555","PMAQ","2015-05-27","-27.298397595219804","-52.8400578928292"
