co_cnes,co_ibge,origem_dado,data_atualizacao,lat,long
2304740,"290230","GOOGLE","2016-07-05","-13.0778084","-39.0008943"
2362031,"250870","GOOGLE","2016-02-27","-7.2580788","-37.4264751"
2576910,"412390","CNES_GEO","2016-02-18","-23.14141","-50.48814"
2613573,"251450","GOOGLE","2016-02-27","-7.1191546","-38.4993817"
2689901,"421460","GOOGLE","2016-02-01","-27.148824600000005","-49.8342534"
2740052,"410480","CNES_GEO","2016-02-18","-24.95199","-53.443630000000006"
2821265,"210547","GOOGLE","2015-11-10","-5.4886965","-45.6385125"
2821362,"210547","GOOGLE","2015-11-10","-5.4886965","-45.6385125"
3162818,"315445","CNES_GEO","2016-01-26","-16.23","-45.992"
3172252,"410190","CNES_GEO","2016-02-27","-23.3681","-50.8465"
3172260,"410190","GOOGLE","2016-02-27","-23.3692473","-50.8471533"
3172368,"410190","CNES_GEO","2016-02-27","-23.36823","-50.84644"
3172422,"410190","CNES_GEO","2016-02-27","-23.36823","-50.84644"
3472302,"320230","CNES_GEO","2016-02-17","-20.77155","-41.67184"
3475506,"421795","GOOGLE","2016-06-30","-26.688093","-53.155040299999996"
3482847,"293317","GOOGLE","2015-11-10","-12.9710785","-39.3949401"
3520900,"310620","CNES_GEO","2016-02-16","-19.92539","-43.93979"
3520986,"310620","CNES_GEO","2016-02-16","-19.92539","-43.93979"
3753166,"320230","CNES_GEO","2016-02-17","-20.77155","-41.67184"
5008433,"421010","GOOGLE","2015-11-10","-26.1164276","-49.8091065"
5117976,"412770","CNES_GEO","2016-02-18","-24.73096","-53.746359999999996"
5117984,"412770","CNES_GEO","2016-02-18","-24.7279","-53.740809999999996"
5852943,"421890","GOOGLE","2016-02-27","-28.0071174","-49.589468200000006"
6399959,"420455","CNES_GEO","2016-02-27","-27.585","-50.361000000000004"
6462588,"251140","GOOGLE","2015-12-21","-6.5088537","-36.3500305"
6566022,"220209","GOOGLE","2015-11-10","-7.3105908","-40.5940565"
6591353,"430865","GOOGLE","2016-07-12","-28.194892100000004","-55.63882099999999"
6652158,"431890","GOOGLE","2016-07-21","-28.4081313","-54.9615193"
6731236,"420570","CNES_GEO","2016-02-16","-28.023000000000003","-48.613"
6818447,"230030","GOOGLE","2016-07-23","-6.0992032","-39.4582688"
6851118,"315250","CNES_GEO","2016-02-27","-22.251720000000002","-45.930859999999996"
6898432,"171865","GOOGLE","2015-11-10","-11.3209095","-46.7865516"
6913350,"430770","GOOGLE","2016-02-05","-29.852405400000002","-51.179423799999995"
6914691,"353110","GOOGLE","2015-11-10","-24.1340723","-46.7069575"
6941052,"430770","GOOGLE","2016-02-01","-29.8523967","-51.1716107"
6998062,"310620","GOOGLE","2016-06-28","-19.9253916","-43.9401023"
7088418,"420440","SEDE MUNICIPIO","2015-09-02","-26.9032516479492","-52.70915222167971"
7111401,"315090","GOOGLE","2015-11-10","-22.527732999999998","-45.4962207"
7198787,"432000","GOOGLE","2016-07-12","-29.84457","-51.1350187"
7230222,"430770","GOOGLE","2016-02-01","-29.8392467","-51.163894"
7239580,"354625","GOOGLE","2016-07-08","-21.2918668","-47.42887929999999"
7284314,"510770","GOOGLE","2016-07-08","-14.8263658","-56.42406510000001"
7324960,"150655","GOOGLE","2015-12-21","-1.6518168000000002","-46.8640458"
7326475,"150655","GOOGLE","2015-12-21","-1.6518168000000002","-46.8640458"
7339747,"432260","GOOGLE","2016-07-14","-29.6148016","-52.1936768"
7362900,"411580","GOOGLE","2016-06-25","-25.291827800000004","-54.1024996"
7366701,"430970","SEDE MUNICIPIO","2015-09-02","-27.5614891052246","-53.976505279540994"
7372337,"231085","GOOGLE","2016-07-08","-4.0304584000000006","-38.30368920000001"
7378416,"351770","GOOGLE","2016-01-25","-20.4313642","-47.827858"
7480679,"170980","GOOGLE","2015-11-10","-11.1100709","-48.438757700000004"
7490194,"351340","GOOGLE","2015-11-10","-22.5629264","-44.955183500000004"
7495293,"170040","GOOGLE","2015-11-10","-11.5709802","-47.17961939999999"
7526296,"150600","SEDE MUNICIPIO","2016-08-03","-1.8056944608688401","-53.481815338134794"
7564724,"421190","SEDE MUNICIPIO","2015-09-02","-27.6470432281494","-48.6702880859375"
7579276,"431173","GOOGLE","2016-07-12","-29.21173","-49.93598720000001"
7590865,"330015","GOOGLE","2015-12-21","-21.629248999999998","-42.1035261"
7595077,"412135","GOOGLE","2015-11-10","-24.3040235","-52.9503828"
7595832,"313410","GOOGLE","2016-07-21","-19.4004195","-41.1750068"
7598661,"351780","GOOGLE","2016-06-28","-21.033649399999998","-51.210438399999994"
7604629,"310400","GOOGLE","2016-07-08","-19.6087828","-46.9428727"
7606958,"311110","SEDE MUNICIPIO","2015-11-10","-19.535455703735398","-49.481170654296896"
7608616,"170220","SISMOB","2015-11-10","-5.65630205341411","-48.1221771240234"
7610289,"350535","GOOGLE","2016-07-14","-24.4726918","-49.0242537"
7625855,"120035","GOOGLE","2015-11-10","-9.0314758","-72.61511690000002"
7627513,"313835","GOOGLE","2016-07-12","-17.0812858","-42.687752"
7635753,"431845","GOOGLE","2015-11-10","-27.779394500000002","-53.1231111"
7637357,"510335","GOOGLE","2016-07-21","-10.6572906","-51.5703097"
7648413,"430469","SEDE MUNICIPIO","2015-09-02","-29.2694988250732","-51.985969543457"
7652801,"411370","SEDE MUNICIPIO","2015-09-02","-23.312156677246104","-51.1627731323242"
7660960,"314470","GOOGLE","2015-11-10","-19.7659667","-43.035425700000005"
7661290,"432150","SEDE MUNICIPIO","2015-09-02","-29.3359298706055","-49.730403900146506"
7664729,"410785","SEDE MUNICIPIO","2015-09-02","-26.255298614502","-53.308597564697294"
7677510,"411915","SEDE MUNICIPIO","2015-09-02","-25.442197799682603","-49.1991958618164"
7679734,"330550","GOOGLE","2015-11-10","-22.9106529","-42.4577255"
7682646,"510718","SEDE MUNICIPIO","2015-09-02","-12.9320487976074","-51.8333625793457"
7684282,"522010","GOOGLE","2015-11-10","-16.5154262","-50.3759304"
7687710,"520910","GOOGLE","2015-11-10","-18.0127875","-49.36660820000001"
7687788,"310620","GOOGLE","2015-11-10","-19.9253916","-43.9401023"
7689608,"421265","SEDE MUNICIPIO","2015-09-02","-28.386709213256804","-48.8660011291504"
7691432,"510777","SEDE MUNICIPIO","2016-03-03","-10.4661111831665","-50.5062675476074"
