co_cnes,co_ibge,origem_dado,data_atualizacao,lat,long
10634,"530010","PMAQ","2015-05-27","-15.769618749618099","-47.779905796049604"
10650,"530010","PMAQ","2015-05-27","-15.6122589111324","-47.6433491706834"
10677,"530010","PMAQ","2015-05-27","-15.879355300000002","-48.106962200000005"
10685,"530010","PMAQ","2015-05-27","-15.878409147262099","-48.0685973167405"
10715,"530010","PMAQ","2015-05-27","-15.761497020720999","-47.8804993629442"
10723,"530010","PMAQ","2015-05-27","-15.7430434226985","-47.8914213180528"
10731,"530010","PMAQ","2015-05-27","-15.800807476043198","-47.9421901702867"
10774,"530010","PMAQ","2015-05-27","-15.8244529","-48.0891149"
10790,"530010","PMAQ","2015-05-27","-15.9070804","-47.77243729999999"
10804,"530010","PMAQ","2015-05-27","-15.9196507930751","-48.1016635894761"
10847,"530010","PMAQ","2015-05-27","-16.034760000000002","-48.06222"
10855,"530010","PMAQ","2015-05-27","-16.01888","-48.06828"
10863,"530010","PMAQ","2015-05-27","-16.01323","-48.06165"
10871,"530010","PMAQ","2015-05-27","-16.02824","-48.058409999999995"
10928,"530010","PMAQ","2015-05-27","-15.8105170726772","-48.063232898710794"
10936,"530010","PMAQ","2015-05-27","-15.78","-47.93"
10944,"530010","PMAQ","2015-05-27","-15.822983980178401","-48.067545890806706"
10952,"530010","PMAQ","2015-05-27","-15.8364593982692","-48.0630397796617"
10995,"530010","PMAQ","2015-05-27","-15.8309447765346","-48.0963635444627"
11002,"530010","PMAQ","2015-05-27","-15.8355689048762","-48.105010986326704"
11010,"530010","PMAQ","2015-05-27","-15.8031249046321","-48.1117057800279"
11029,"530010","PMAQ","2015-05-27","-15.840075016021302","-48.114409446714895"
11045,"530010","PMAQ","2015-05-27","-15.8069336414333","-48.1298375129686"
11061,"530010","PMAQ","2015-05-27","-15.798372030257699","-48.1335496902452"
11096,"530010","PMAQ","2015-05-27","-15.6149840354915","-47.6578116416917"
11134,"530010","PMAQ","2015-05-27","-15.9021949768062","-48.060271739958296"
11150,"530010","PMAQ","2015-05-27","-15.832682847976198","-47.9096817970262"
11177,"530010","PMAQ","2015-05-27","-15.7255876064296","-47.874083518980505"
11207,"530010","PMAQ","2015-05-27","-15.807931423186801","-48.12065362930161"
11223,"530010","PMAQ","2015-05-27","-15.650464296340498","-47.7819657325731"
11231,"530010","PMAQ","2015-05-27","-15.654820203780698","-47.8094744682298"
11258,"530010","PMAQ","2015-05-27","-15.6446492671962","-47.8243660926805"
11355,"530010","PMAQ","2015-05-27","-15.7951962947841","-47.8480339050279"
11363,"530010","PMAQ","2015-05-27","-15.9908902645106","-47.813487052916095"
11509,"530010","PMAQ","2015-05-27","-15.7429790496822","-48.1703066825853"
11517,"530010","PMAQ","2015-05-27","-15.563560724258","-47.9352378845201"
11584,"530010","PMAQ","2015-05-27","-15.820559263228901","-47.5693845748888"
11592,"530010","PMAQ","2015-05-27","-15.5343568325038","-47.510955333708296"
11606,"530010","PMAQ","2015-05-27","-16.016532182693","-47.3805141448961"
11614,"530010","PMAQ","2015-05-27","-15.963048934936099","-47.557003498076"
11622,"530010","PMAQ","2015-05-27","-15.7040226459499","-47.3735404014574"
11630,"530010","PMAQ","2015-05-27","-15.76025","-47.78094"
11657,"530010","PMAQ","2015-05-27","-15.810431241988699","-47.9887318611131"
20990,"410430","PMAQ","2015-05-27","-24.0282368659966","-52.373735904692104"
21830,"410020","PMAQ","2015-05-27","-24.8217415809624","-49.0038943290696"
22128,"410030","PMAQ","2015-05-27","-25.994360446929196","-49.2519235610948"
22144,"410030","PMAQ","2015-05-27","-26.016097068785896","-49.3626022338853"
25526,"412120","PMAQ","2015-05-27","-25.8683083492792","-49.496682986919794"
2000016,"120042","PMAQ","2015-05-27","-7.7303724","-72.6514392"
2000040,"120030","PMAQ","2015-05-27","-8.165416717529059","-70.3499436378459"
2000059,"120030","PMAQ","2015-05-27","-8.1702876091001","-70.3466176986674"
2000067,"120030","PMAQ","2015-05-27","-8.15812110900855","-70.3494715690592"
2000075,"120040","PMAQ","2015-05-27","-9.9668312072751","-67.830297946928"
2000091,"120033","PMAQ","2015-05-27","-7.58892416954019","-72.93587207793979"
2000105,"120033","PMAQ","2015-05-27","-7.61128306388833","-72.903857231138"
2000113,"120060","PMAQ","2015-05-27","-8.15270304679847","-70.7313323020914"
2000156,"120060","PMAQ","2015-05-27","-8.15912961959815","-70.7633686065653"
2000164,"120060","PMAQ","2015-05-27","-8.16598534584022","-70.7661795616129"
2000202,"120020","PMAQ","2015-05-27","-7.599020004272241","-72.683401107786"
2000237,"120020","PMAQ","2015-05-27","-7.630423307418599","-72.65921831130771"
2000261,"120020","PMAQ","2015-05-27","-7.610596418380519","-72.67329454421791"
2000318,"120020","PMAQ","2015-05-27","-7.63336300849892","-72.67769336700229"
2000326,"120020","PMAQ","2015-05-27","-7.640304565429469","-72.6803112030008"
2000334,"120020","PMAQ","2015-05-27","-7.61592864990212","-72.6683592796305"
2000342,"120020","PMAQ","2015-05-27","-7.61635780334451","-72.6844096183756"
2000369,"120020","PMAQ","2015-05-27","-7.6393389701841","-72.6627588272074"
2000407,"120070","PMAQ","2015-05-27","-10.6542384624478","-68.5032105445842"
2000415,"120040","PMAQ","2015-05-27","-9.95352745056123","-67.7984762191753"
2000458,"120040","PMAQ","2015-05-27","-9.98972654342622","-67.8300189971904"
2000466,"120040","PMAQ","2015-05-27","-9.93697285652132","-67.8957867622356"
2000482,"120040","PMAQ","2015-05-27","-9.950115680694289","-67.8244185447673"
2000490,"120040","PMAQ","2015-05-27","-9.93345379829378","-67.8255987167339"
2000504,"120080","PMAQ","2015-05-27","-9.600858231187882","-67.5405900835194"
2000512,"120040","PMAQ","2015-05-27","-9.985810518264481","-67.8115010261516"
2000520,"120040","PMAQ","2015-05-27","-10.010454654693302","-67.70427703857229"
2000547,"120020","PMAQ","2015-05-27","-7.724922895431289","-72.7385687828043"
2000555,"120020","PMAQ","2015-05-27","-7.5281238555906","-72.8819274902323"
2000571,"120020","PMAQ","2015-05-27","-7.664895057678","-72.812361717222"
2000598,"120020","PMAQ","2015-05-27","-7.74057626724221","-72.48590469360141"
2000601,"120020","PMAQ","2015-05-27","-7.5491952896116","-72.72593021392609"
2000628,"120020","PMAQ","2015-05-27","-7.591799497604151","-72.8082633018472"
2000660,"120045","PMAQ","2015-05-27","-10.16019","-67.7321"
2000679,"120045","PMAQ","2015-05-27","-10.1520538330075","-67.7313780784587"
2000695,"120045","PMAQ","2015-05-27","-10.1010382175443","-67.61432647704879"
2000741,"120040","PMAQ","2015-05-27","-9.97863292694063","-67.8048920631389"
2000768,"120040","PMAQ","2015-05-27","-10.0003480911252","-67.826156616209"
2000806,"120040","PMAQ","2015-05-27","-9.98166918754549","-67.81686544418139"
2000814,"120040","PMAQ","2015-05-27","-9.94888186454744","-67.8529572486858"
2000830,"120040","PMAQ","2015-05-27","-9.983675479888632","-67.82654285430709"
2000873,"120050","PMAQ","2015-05-27","-9.07805442810032","-68.66901397704879"
2000881,"120050","PMAQ","2015-05-27","-9.06804442405674","-68.65940093993939"
2000903,"120050","PMAQ","2015-05-27","-9.06606","-68.67119"
2000938,"120050","PMAQ","2015-05-27","-9.06606","-68.67119"
2000954,"120034","PMAQ","2015-05-27","-8.838458061217999","-69.25961494445599"
2000962,"120034","PMAQ","2015-05-27","-8.83269667625402","-69.2652583122233"
2000989,"120038","PMAQ","2015-05-27","-10.3219664096829","-67.18637466430471"
2001012,"120040","PMAQ","2015-05-27","-9.97829875272498","-67.8105287004235"
2001039,"120017","PMAQ","2015-05-27","-10.5697677087927","-67.67350797194321"
2001101,"120080","PMAQ","2015-05-27","-9.600858231187882","-67.5405900835194"
2001128,"120080","PMAQ","2015-05-27","-9.600858231187882","-67.5405900835194"
2001217,"120070","PMAQ","2015-05-27","-10.6520719403354","-68.5062948050463"
2001225,"120070","PMAQ","2015-05-27","-10.6476509571072","-68.5066652297954"
2001233,"120070","PMAQ","2015-05-27","-10.6617057323453","-68.5057425498943"
2001306,"120040","PMAQ","2015-05-27","-9.99612092971773","-67.8079390525798"
2001314,"120025","PMAQ","2015-05-27","-11.0269904136655","-68.7395668029765"
2001322,"120025","PMAQ","2015-05-27","-11.0358309745785","-68.7478494644145"
2001330,"120025","PMAQ","2015-05-27","-11.022334098815598","-68.7452960014323"
2001349,"120010","PMAQ","2015-05-27","-11.0134398937222","-68.741283416746"
2001357,"120010","PMAQ","2015-05-27","-10.818132162093802","-69.2275786399821"
2001454,"120010","PMAQ","2015-05-27","-10.9984838962552","-68.7527418136577"
2001462,"120010","PMAQ","2015-05-27","-10.9532296657559","-68.92920970916549"
2001470,"120010","PMAQ","2015-05-27","-11.003172397613199","-68.7558746337871"
2001551,"120010","PMAQ","2015-05-27","-11.009695529937401","-68.7424850463847"
2001608,"120040","PMAQ","2015-05-27","-9.944472312926962","-67.801480293272"
2001713,"120040","PMAQ","2015-05-27","-9.94457960128755","-67.81731605529589"
2001748,"120039","PMAQ","2015-05-27","-8.266535997390509","-72.7408003807047"
2001772,"120043","PMAQ","2015-05-27","-9.4333575","-70.49353520000001"
2001810,"120040","PMAQ","2015-05-27","-10.0038027763364","-67.8190970420818"
2001829,"120040","PMAQ","2015-05-27","-10.053981542587","-67.7772116661052"
2001837,"120040","PMAQ","2015-05-27","-10.0070750713345","-67.7929615974407"
2001845,"120040","PMAQ","2015-05-27","-10.0109267234799","-67.7815675735454"
2001853,"120040","PMAQ","2015-05-27","-10.0270521640775","-67.7973175048808"
2001896,"120020","PMAQ","2015-05-27","-7.8106892108915","-72.4391269683817"
2001934,"120070","PMAQ","2015-05-27","-10.6520719403354","-68.5062948050463"
2001950,"120001","PMAQ","2015-05-27","-9.828","-66.883"
2002132,"120035","PMAQ","2015-05-27","-8.94929766654942","-72.7876639366129"
2002221,"120033","PMAQ","2015-05-27","-7.46532797813394","-72.9600977897623"
2002272,"120033","PMAQ","2015-05-27","-7.626142501830831","-72.8816699981668"
2002299,"120020","PMAQ","2015-05-27","-7.76208758354164","-72.3023986816385"
